
DECIMAL       HEXADECIMAL     DESCRIPTION
--------------------------------------------------------------------------------
4340097       0x423981        ARMEB instructions, function epilogue
4354403       0x427163        MIPSEL16e instructions, function epilogue
4360463       0x42890F        MIPS16e instructions, function epilogue
4361655       0x428DB7        ARM instructions, function epilogue
4377134       0x42CA2E        MIPS16e instructions, function epilogue
4383759       0x42E40F        MIPSEL16e instructions, function epilogue
4386836       0x42F014        MIPSEL16e instructions, function epilogue
4420849       0x4374F1        MIPS instructions, function epilogue
4449062       0x43E326        MIPS16e instructions, function epilogue
4451981       0x43EE8D        ARMEB instructions, function prologue
4460316       0x440F1C        MIPS instructions, function epilogue
4465081       0x4421B9        ARM instructions, function epilogue
4472209       0x443D91        ARMEB instructions, function epilogue
4476070       0x444CA6        ARMEB instructions, function prologue
4476853       0x444FB5        MIPSEL16e instructions, function epilogue
4480790       0x445F16        ARM instructions, function prologue
4483129       0x446839        MIPS instructions, function epilogue
4483942       0x446B66        MIPS16e instructions, function epilogue
4488870       0x447EA6        ARM instructions, function prologue
4490804       0x448634        ARM instructions, function epilogue
4496375       0x449BF7        ARM instructions, function epilogue
4500914       0x44ADB2        ARM instructions, function epilogue
4501709       0x44B0CD        MIPS instructions, function epilogue
4502167       0x44B297        MIPSEL16e instructions, function epilogue
4505264       0x44BEB0        MIPS instructions, function epilogue
4525108       0x450C34        ARMEB instructions, function prologue
4533216       0x452BE0        MIPS16e instructions, function epilogue
4539383       0x4543F7        MIPSEL16e instructions, function epilogue
4543703       0x4554D7        MIPS16e instructions, function epilogue
4545076       0x455A34        MIPS16e instructions, function epilogue
4548117       0x456615        MIPS instructions, function epilogue
4549812       0x456CB4        ARMEB instructions, function epilogue
4565523       0x45AA13        MIPS16e instructions, function epilogue
4565622       0x45AA76        ARM instructions, function epilogue
4566962       0x45AFB2        MIPS16e instructions, function epilogue
4578935       0x45DE77        ARM instructions, function prologue
4580656       0x45E530        MIPS16e instructions, function epilogue
4580737       0x45E581        ARM instructions, function prologue
4589768       0x4608C8        MIPS instructions, function epilogue
4591433       0x460F49        ARMEB instructions, function prologue
4602806       0x463BB6        MIPS instructions, function epilogue
4605372       0x4645BC        MIPSEL16e instructions, function epilogue
4607314       0x464D52        ARM instructions, function prologue
4613413       0x466525        MIPS16e instructions, function epilogue
4627145       0x469AC9        ARMEB instructions, function epilogue
4645766       0x46E386        ARMEB instructions, function prologue
4653862       0x470326        ARM instructions, function prologue
4666874       0x4735FA        MIPS instructions, function epilogue
4667651       0x473903        MIPS instructions, function epilogue
4672063       0x474A3F        MIPS16e instructions, function epilogue
4673825       0x475121        MIPSEL16e instructions, function epilogue
4683506       0x4776F2        MIPS16e instructions, function epilogue
4689090       0x478CC2        MIPSEL16e instructions, function epilogue
4690724       0x479324        MIPS instructions, function epilogue
4694520       0x47A1F8        ARM instructions, function epilogue
4709582       0x47DCCE        ARM instructions, function prologue
4713444       0x47EBE4        MIPS16e instructions, function epilogue
4721426       0x480B12        ARM instructions, function prologue
4724434       0x4816D2        MIPS instructions, function epilogue
4728481       0x4826A1        MIPSEL16e instructions, function epilogue
4731307       0x4831AB        ARMEB instructions, function epilogue
4735846       0x484366        ARMEB instructions, function prologue
4736881       0x484771        ARMEB instructions, function epilogue
4739508       0x4851B4        MIPS instructions, function epilogue
4741674       0x485A2A        MIPS instructions, function epilogue
4747501       0x4870ED        ARMEB instructions, function epilogue
4755109       0x488EA5        ARM instructions, function epilogue
4779440       0x48EDB0        MIPS16e instructions, function epilogue
4780108       0x48F04C        ARM instructions, function prologue
4781916       0x48F75C        MIPS instructions, function epilogue
4785662       0x4905FE        ARMEB instructions, function epilogue
4792889       0x492239        ARMEB instructions, function epilogue
4795963       0x492E3B        ARM instructions, function epilogue
4796362       0x492FCA        MIPS instructions, function epilogue
4799695       0x493CCF        ARMEB instructions, function epilogue
4801535       0x4943FF        MIPS instructions, function epilogue
4813722       0x49739A        ARM instructions, function prologue
4826297       0x49A4B9        ARM instructions, function prologue
4832705       0x49BDC1        ARM instructions, function epilogue
4841114       0x49DE9A        ARM instructions, function epilogue
4855727       0x4A17AF        MIPSEL16e instructions, function epilogue
4860952       0x4A2C18        ARMEB instructions, function epilogue
4868619       0x4A4A0B        ARM instructions, function epilogue
4886958       0x4A91AE        MIPS instructions, function epilogue
4895629       0x4AB38D        MIPS instructions, function epilogue
4930762       0x4B3CCA        MIPS instructions, function epilogue
4931971       0x4B4183        ARM instructions, function epilogue
4933399       0x4B4717        MIPS instructions, function epilogue
4942790       0x4B6BC6        MIPS16e instructions, function epilogue
4949694       0x4B86BE        MIPSEL16e instructions, function epilogue
4957972       0x4BA714        ARMEB instructions, function epilogue
4958193       0x4BA7F1        MIPSEL16e instructions, function epilogue
4959853       0x4BAE6D        MIPS16e instructions, function epilogue
4968850       0x4BD192        MIPS16e instructions, function epilogue
4976123       0x4BEDFB        ARMEB instructions, function epilogue
4985540       0x4C12C4        MIPS16e instructions, function epilogue
4987964       0x4C1C3C        ARMEB instructions, function prologue
4988317       0x4C1D9D        MIPS instructions, function epilogue
5030001       0x4CC071        MIPS16e instructions, function epilogue
5034591       0x4CD25F        MIPS instructions, function epilogue
5049726       0x4D0D7E        MIPS instructions, function epilogue
5054658       0x4D20C2        ARMEB instructions, function prologue
5068227       0x4D55C3        ARM instructions, function epilogue
5069646       0x4D5B4E        ARM instructions, function epilogue
5080937       0x4D8769        ARMEB instructions, function epilogue
5093388       0x4DB80C        ARM instructions, function prologue
5094598       0x4DBCC6        MIPS16e instructions, function epilogue
5103248       0x4DDE90        ARMEB instructions, function prologue
5106357       0x4DEAB5        ARMEB instructions, function prologue
5140193       0x4E6EE1        MIPS16e instructions, function epilogue
5142456       0x4E77B8        MIPS16e instructions, function epilogue
5144097       0x4E7E21        ARMEB instructions, function epilogue
5166673       0x4ED651        ARM instructions, function prologue
5169997       0x4EE34D        ARM instructions, function epilogue
5181267       0x4F0F53        ARM instructions, function epilogue
5187835       0x4F28FB        MIPS instructions, function epilogue
5199807       0x4F57BF        ARM instructions, function prologue
5208346       0x4F791A        ARM instructions, function epilogue
5208751       0x4F7AAF        ARM instructions, function epilogue
5231012       0x4FD1A4        MIPSEL16e instructions, function epilogue
5235428       0x4FE2E4        MIPS16e instructions, function epilogue
5239703       0x4FF397        ARMEB instructions, function prologue
5240201       0x4FF589        MIPS instructions, function epilogue
5261227       0x5047AB        MIPS instructions, function epilogue
5264549       0x5054A5        MIPS instructions, function epilogue
5265036       0x50568C        ARM instructions, function prologue
5269863       0x506967        ARM instructions, function prologue
5274732       0x507C6C        ARMEB instructions, function prologue
5275705       0x508039        ARMEB instructions, function prologue
5315705       0x511C79        ARM instructions, function epilogue
5322694       0x5137C6        MIPS16e instructions, function epilogue
5323588       0x513B44        ARMEB instructions, function epilogue
5333754       0x5162FA        ARM instructions, function epilogue
5345932       0x51928C        ARMEB instructions, function prologue
5349886       0x51A1FE        ARM instructions, function prologue
5357322       0x51BF0A        MIPS instructions, function epilogue
5358393       0x51C339        ARM instructions, function epilogue
5359801       0x51C8B9        MIPS16e instructions, function epilogue
5364001       0x51D921        MIPS instructions, function epilogue
5364032       0x51D940        MIPSEL16e instructions, function epilogue
5378030       0x520FEE        MIPSEL16e instructions, function epilogue
5379278       0x5214CE        ARMEB instructions, function epilogue
5380883       0x521B13        MIPSEL16e instructions, function epilogue
5386707       0x5231D3        MIPS instructions, function epilogue
5389364       0x523C34        MIPSEL16e instructions, function epilogue
5391713       0x524561        ARMEB instructions, function epilogue
5392352       0x5247E0        MIPSEL16e instructions, function epilogue
5395841       0x525581        ARMEB instructions, function prologue
5401246       0x526A9E        ARM instructions, function epilogue
5401348       0x526B04        MIPS instructions, function epilogue
5410566       0x528F06        MIPS instructions, function epilogue
5416233       0x52A529        MIPS instructions, function epilogue
5417055       0x52A85F        MIPS16e instructions, function epilogue
5431063       0x52DF17        ARM instructions, function prologue
5442476       0x530BAC        MIPS instructions, function epilogue
5445074       0x5315D2        ARM instructions, function epilogue
5448455       0x532307        MIPSEL16e instructions, function epilogue
5456678       0x534326        MIPS16e instructions, function epilogue
5469389       0x5374CD        MIPS16e instructions, function epilogue
5470550       0x537956        MIPSEL16e instructions, function epilogue
5471689       0x537DC9        ARMEB instructions, function epilogue
5478353       0x5397D1        ARMEB instructions, function prologue
5481536       0x53A440        ARMEB instructions, function epilogue
5486414       0x53B74E        ARM instructions, function prologue
5504694       0x53FEB6        ARMEB instructions, function prologue
5519404       0x54382C        MIPS instructions, function epilogue
5520440       0x543C38        ARM instructions, function epilogue
5525695       0x5450BF        MIPS16e instructions, function epilogue
5528497       0x545BB1        ARM instructions, function prologue
5528613       0x545C25        MIPSEL16e instructions, function epilogue
5529705       0x546069        ARMEB instructions, function prologue
5549343       0x54AD1F        MIPSEL16e instructions, function epilogue
5550436       0x54B164        ARMEB instructions, function prologue
5554913       0x54C2E1        ARM instructions, function epilogue
5571122       0x550232        MIPS instructions, function epilogue
5574714       0x55103A        ARMEB instructions, function epilogue
5574792       0x551088        MIPS16e instructions, function epilogue
5592387       0x555543        MIPSEL16e instructions, function epilogue
5593661       0x555A3D        ARM instructions, function prologue
5602805       0x557DF5        ARMEB instructions, function epilogue
5603426       0x558062        ARM instructions, function prologue
5604453       0x558465        ARMEB instructions, function epilogue
5617545       0x55B789        MIPSEL16e instructions, function epilogue
5627400       0x55DE08        ARM instructions, function prologue
5640913       0x5612D1        ARM instructions, function prologue
5646256       0x5627B0        MIPS instructions, function epilogue
5669371       0x5681FB        MIPS instructions, function epilogue
5674384       0x569590        ARMEB instructions, function prologue
5678559       0x56A5DF        MIPS instructions, function epilogue
5682506       0x56B54A        MIPS16e instructions, function epilogue
5695083       0x56E66B        MIPS instructions, function epilogue
5715231       0x57351F        MIPS instructions, function epilogue
5716803       0x573B43        MIPS16e instructions, function epilogue
5719602       0x574632        MIPS instructions, function epilogue
5736263       0x578747        MIPSEL16e instructions, function epilogue
5738978       0x5791E2        ARMEB instructions, function epilogue
5753379       0x57CA23        ARMEB instructions, function epilogue
5759077       0x57E065        MIPS16e instructions, function epilogue
5761747       0x57EAD3        ARM instructions, function epilogue
5765240       0x57F878        MIPS instructions, function epilogue
5766330       0x57FCBA        MIPS instructions, function epilogue
5766331       0x57FCBB        MIPS instructions, function epilogue
5769658       0x5809BA        ARMEB instructions, function prologue
5773712       0x581990        MIPSEL16e instructions, function epilogue
5785840       0x5848F0        MIPS instructions, function epilogue
5813009       0x58B311        ARMEB instructions, function prologue
5817097       0x58C309        ARMEB instructions, function epilogue
5826930       0x58E972        MIPS16e instructions, function epilogue
5839206       0x591966        ARMEB instructions, function prologue
5842475       0x59262B        ARM instructions, function prologue
5853197       0x59500D        MIPS16e instructions, function epilogue
5862617       0x5974D9        ARM instructions, function prologue
5875837       0x59A87D        MIPSEL16e instructions, function epilogue
5885293       0x59CD6D        MIPSEL16e instructions, function epilogue
5915727       0x5A444F        ARM instructions, function epilogue
5916956       0x5A491C        ARM instructions, function prologue
5919995       0x5A54FB        ARMEB instructions, function prologue
5921457       0x5A5AB1        MIPS instructions, function epilogue
5926821       0x5A6FA5        ARM instructions, function prologue
5950063       0x5ACA6F        ARMEB instructions, function epilogue
5956884       0x5AE514        MIPS instructions, function epilogue
5957787       0x5AE89B        MIPS16e instructions, function epilogue
5966930       0x5B0C52        ARM instructions, function prologue
5972853       0x5B2375        MIPSEL16e instructions, function epilogue
5983593       0x5B4D69        MIPS16e instructions, function epilogue
5987639       0x5B5D37        ARM instructions, function epilogue
5991264       0x5B6B60        ARM instructions, function epilogue
5996064       0x5B7E20        ARM instructions, function epilogue
6030673       0x5C0551        MIPS instructions, function epilogue
6045660       0x5C3FDC        MIPSEL16e instructions, function epilogue
6047716       0x5C47E4        ARMEB instructions, function prologue
6054141       0x5C60FD        ARMEB instructions, function prologue
6082524       0x5CCFDC        MIPS instructions, function epilogue
6085741       0x5CDC6D        ARM instructions, function epilogue
6092425       0x5CF689        ARMEB instructions, function prologue
6102892       0x5D1F6C        ARMEB instructions, function prologue
6113310       0x5D481E        MIPS16e instructions, function epilogue
6125535       0x5D77DF        MIPS instructions, function epilogue
6126434       0x5D7B62        MIPS instructions, function epilogue
6128458       0x5D834A        ARM instructions, function prologue
6141952       0x5DB800        MIPS16e instructions, function epilogue
6154905       0x5DEA99        MIPS instructions, function epilogue
6165834       0x5E154A        ARMEB instructions, function epilogue
6177555       0x5E4313        MIPS16e instructions, function epilogue
6178546       0x5E46F2        ARM instructions, function prologue
6189213       0x5E709D        ARM instructions, function prologue
6193502       0x5E815E        MIPS16e instructions, function epilogue
6202676       0x5EA534        MIPSEL16e instructions, function epilogue
6205564       0x5EB07C        MIPS instructions, function epilogue
6240536       0x5F3918        ARM instructions, function epilogue
6261935       0x5F8CAF        ARMEB instructions, function prologue
6266286       0x5F9DAE        ARMEB instructions, function prologue
6281773       0x5FDA2D        MIPS16e instructions, function epilogue
6288903       0x5FF607        ARM instructions, function prologue
6307160       0x603D58        ARMEB instructions, function prologue
6315755       0x605EEB        MIPS instructions, function epilogue
6320160       0x607020        MIPSEL16e instructions, function epilogue
6343604       0x60CBB4        ARMEB instructions, function epilogue
6357758       0x6102FE        ARM instructions, function epilogue
6363434       0x61192A        MIPSEL16e instructions, function epilogue
6377109       0x614E95        ARM instructions, function prologue
6380630       0x615C56        MIPS instructions, function epilogue
6387308       0x61766C        MIPSEL16e instructions, function epilogue
6393629       0x618F1D        MIPS instructions, function epilogue
6397557       0x619E75        ARMEB instructions, function epilogue
6397796       0x619F64        MIPSEL16e instructions, function epilogue
6401818       0x61AF1A        ARMEB instructions, function epilogue
6426425       0x620F39        ARM instructions, function prologue
6428481       0x621741        ARM instructions, function epilogue
6429982       0x621D1E        MIPSEL16e instructions, function epilogue
6430256       0x621E30        ARM instructions, function epilogue
6434534       0x622EE6        MIPSEL16e instructions, function epilogue
6443856       0x625350        MIPS instructions, function epilogue
6455627       0x62814B        MIPS instructions, function epilogue
6458186       0x628B4A        ARM instructions, function prologue
6463285       0x629F35        MIPS16e instructions, function epilogue
6484073       0x62F069        ARMEB instructions, function epilogue
6490871       0x630AF7        ARM instructions, function epilogue
6493631       0x6315BF        MIPS instructions, function epilogue
6508459       0x634FAB        MIPS16e instructions, function epilogue
6509414       0x635366        MIPS instructions, function epilogue
6517690       0x6373BA        MIPS16e instructions, function epilogue
6522865       0x6387F1        ARM instructions, function epilogue
6532196       0x63AC64        ARMEB instructions, function epilogue
6532764       0x63AE9C        MIPS16e instructions, function epilogue
6539135       0x63C77F        ARMEB instructions, function epilogue
6547580       0x63E87C        MIPSEL16e instructions, function epilogue
6552990       0x63FD9E        MIPSEL16e instructions, function epilogue
6577736       0x645E48        MIPS instructions, function epilogue
6590873       0x649199        MIPS instructions, function epilogue
6596430       0x64A74E        MIPS16e instructions, function epilogue
6621292       0x65086C        ARMEB instructions, function epilogue
6623580       0x65115C        MIPS instructions, function epilogue
6630538       0x652C8A        ARM instructions, function prologue
6632158       0x6532DE        ARM instructions, function epilogue
6640737       0x655461        MIPS16e instructions, function epilogue
6641548       0x65578C        ARM instructions, function epilogue
6645118       0x65657E        MIPS16e instructions, function epilogue
6650339       0x6579E3        ARMEB instructions, function epilogue
6664504       0x65B138        ARM instructions, function epilogue
6664913       0x65B2D1        ARMEB instructions, function epilogue
6670503       0x65C8A7        MIPS16e instructions, function epilogue
6686875       0x66089B        MIPS instructions, function epilogue
6688573       0x660F3D        ARM instructions, function prologue
6691885       0x661C2D        ARMEB instructions, function epilogue
6696244       0x662D34        MIPS instructions, function epilogue
6709109       0x665F75        ARMEB instructions, function prologue
6715732       0x667954        MIPS instructions, function epilogue
6737609       0x66CEC9        ARM instructions, function prologue
6761317       0x672B65        MIPS instructions, function epilogue
6771134       0x6751BE        MIPS16e instructions, function epilogue
6777610       0x676B0A        MIPS instructions, function epilogue
6778568       0x676EC8        ARM instructions, function prologue
6778602       0x676EEA        ARMEB instructions, function prologue
6787513       0x6791B9        MIPS instructions, function epilogue
6799455       0x67C05F        MIPSEL16e instructions, function epilogue
6805687       0x67D8B7        MIPS instructions, function epilogue
6806679       0x67DC97        MIPS16e instructions, function epilogue
6814962       0x67FCF2        MIPSEL16e instructions, function epilogue
6830460       0x68397C        ARMEB instructions, function epilogue
6831664       0x683E30        ARM instructions, function prologue
6832790       0x684296        ARMEB instructions, function prologue
6835353       0x684C99        ARMEB instructions, function prologue
6850489       0x6887B9        MIPS instructions, function epilogue
6855481       0x689B39        ARMEB instructions, function epilogue
6856497       0x689F31        MIPS16e instructions, function epilogue
6860990       0x68B0BE        MIPS instructions, function epilogue
6881630       0x69015E        ARM instructions, function prologue
6888490       0x691C2A        ARMEB instructions, function prologue
6895602       0x6937F2        ARMEB instructions, function epilogue
6897524       0x693F74        MIPSEL16e instructions, function epilogue
6897871       0x6940CF        MIPS instructions, function epilogue
6905549       0x695ECD        MIPSEL16e instructions, function epilogue
6914204       0x69809C        MIPSEL16e instructions, function epilogue
6914853       0x698325        MIPS16e instructions, function epilogue
6930449       0x69C011        MIPS16e instructions, function epilogue
6931189       0x69C2F5        MIPS instructions, function epilogue
6939312       0x69E2B0        MIPSEL16e instructions, function epilogue
6952793       0x6A1759        ARM instructions, function prologue
6953401       0x6A19B9        ARM instructions, function epilogue
6959970       0x6A3362        ARM instructions, function epilogue
6962613       0x6A3DB5        MIPS16e instructions, function epilogue
6966169       0x6A4B99        MIPS16e instructions, function epilogue
6966547       0x6A4D13        ARMEB instructions, function prologue
6966581       0x6A4D35        MIPS instructions, function epilogue
6974314       0x6A6B6A        MIPS instructions, function epilogue
6975928       0x6A71B8        MIPS16e instructions, function epilogue
6988628       0x6AA354        MIPS16e instructions, function epilogue
6989517       0x6AA6CD        ARM instructions, function epilogue
7001169       0x6AD451        MIPS instructions, function epilogue
7004854       0x6AE2B6        ARM instructions, function prologue
7012901       0x6B0225        ARM instructions, function prologue
7039020       0x6B682C        MIPSEL16e instructions, function epilogue
7040088       0x6B6C58        MIPS instructions, function epilogue
7043031       0x6B77D7        ARMEB instructions, function epilogue
7044694       0x6B7E56        MIPS instructions, function epilogue
7050186       0x6B93CA        MIPSEL16e instructions, function epilogue
7056391       0x6BAC07        ARM instructions, function epilogue
7064468       0x6BCB94        MIPSEL16e instructions, function epilogue
7070999       0x6BE517        ARM instructions, function prologue
7104909       0x6C698D        ARM instructions, function prologue
7108568       0x6C77D8        MIPS instructions, function epilogue
7110052       0x6C7DA4        ARM instructions, function epilogue
7110910       0x6C80FE        ARMEB instructions, function epilogue
7111638       0x6C83D6        MIPS16e instructions, function epilogue
7127494       0x6CC1C6        MIPS instructions, function epilogue
7129209       0x6CC879        MIPS instructions, function epilogue
7137319       0x6CE827        MIPS16e instructions, function epilogue
7153268       0x6D2674        MIPS instructions, function epilogue
7153971       0x6D2933        ARMEB instructions, function prologue
7154223       0x6D2A2F        ARMEB instructions, function epilogue
7172612       0x6D7204        ARM instructions, function epilogue
7172841       0x6D72E9        MIPS instructions, function epilogue
7189201       0x6DB2D1        ARM instructions, function epilogue
7191718       0x6DBCA6        ARM instructions, function prologue
7198002       0x6DD532        MIPS instructions, function epilogue
7208527       0x6DFE4F        ARMEB instructions, function prologue
7219439       0x6E28EF        ARMEB instructions, function prologue
7219753       0x6E2A29        MIPS instructions, function epilogue
7222318       0x6E342E        MIPS instructions, function epilogue
7257342       0x6EBCFE        MIPS16e instructions, function epilogue
7267971       0x6EE683        ARM instructions, function prologue
7268746       0x6EE98A        MIPS instructions, function epilogue
7270401       0x6EF001        MIPS instructions, function epilogue
7274380       0x6EFF8C        ARMEB instructions, function prologue
7285008       0x6F2910        MIPS instructions, function epilogue
7286670       0x6F2F8E        MIPS instructions, function epilogue
7291416       0x6F4218        ARM instructions, function prologue
7297173       0x6F5895        ARM instructions, function epilogue
7305171       0x6F77D3        ARM instructions, function prologue
7305482       0x6F790A        ARM instructions, function epilogue
7310095       0x6F8B0F        ARMEB instructions, function epilogue
7314153       0x6F9AE9        MIPS16e instructions, function epilogue
7318587       0x6FAC3B        MIPS instructions, function epilogue
7321923       0x6FB943        MIPSEL16e instructions, function epilogue
7332609       0x6FE301        MIPSEL16e instructions, function epilogue
7336459       0x6FF20B        MIPS16e instructions, function epilogue
7336824       0x6FF378        MIPS instructions, function epilogue
7336850       0x6FF392        ARM instructions, function epilogue
7346951       0x701B07        ARMEB instructions, function epilogue
7361593       0x705439        MIPS16e instructions, function epilogue
7363624       0x705C28        ARMEB instructions, function epilogue
7369822       0x70745E        ARM instructions, function prologue
7374747       0x70879B        MIPS16e instructions, function epilogue
7374765       0x7087AD        MIPS instructions, function epilogue
7377366       0x7091D6        ARM instructions, function prologue
7381976       0x70A3D8        ARM instructions, function prologue
7397998       0x70E26E        MIPS16e instructions, function epilogue
7403908       0x70F984        ARM instructions, function prologue
7430003       0x715F73        ARMEB instructions, function epilogue
7435294       0x71741E        MIPSEL16e instructions, function epilogue
7439217       0x718371        MIPSEL16e instructions, function epilogue
7449026       0x71A9C2        ARM instructions, function epilogue
7451794       0x71B492        ARMEB instructions, function epilogue
7482662       0x722D26        MIPS instructions, function epilogue
7488820       0x724534        ARMEB instructions, function epilogue
7490287       0x724AEF        ARM instructions, function epilogue
7493803       0x7258AB        MIPS instructions, function epilogue
7493929       0x725929        MIPS instructions, function epilogue
7510638       0x729A6E        MIPSEL16e instructions, function epilogue
7551129       0x733899        MIPS instructions, function epilogue
7551792       0x733B30        ARMEB instructions, function epilogue
7557837       0x7352CD        ARM instructions, function epilogue
7561877       0x736295        ARMEB instructions, function epilogue
7564383       0x736C5F        ARMEB instructions, function prologue
7565741       0x7371AD        MIPS instructions, function epilogue
7569971       0x738233        MIPS instructions, function epilogue
7587673       0x73C759        MIPS16e instructions, function epilogue
7591521       0x73D661        MIPS16e instructions, function epilogue
7600096       0x73F7E0        ARMEB instructions, function epilogue
7618112       0x743E40        ARM instructions, function epilogue
7619061       0x7441F5        MIPSEL16e instructions, function epilogue
7623388       0x7452DC        ARMEB instructions, function prologue
7629999       0x746CAF        MIPS instructions, function epilogue
7644172       0x74A40C        MIPS instructions, function epilogue
7669262       0x75060E        ARM instructions, function epilogue
7676653       0x7522ED        MIPS instructions, function epilogue
7677068       0x75248C        MIPS instructions, function epilogue
7677766       0x752746        MIPS instructions, function epilogue
7678742       0x752B16        MIPS16e instructions, function epilogue
7678891       0x752BAB        MIPS instructions, function epilogue
7697383       0x7573E7        MIPSEL16e instructions, function epilogue
7702680       0x758898        MIPSEL16e instructions, function epilogue
7712017       0x75AD11        MIPSEL16e instructions, function epilogue
7712137       0x75AD89        MIPS16e instructions, function epilogue
7743175       0x7626C7        ARMEB instructions, function epilogue
7745498       0x762FDA        ARM instructions, function prologue
7753024       0x764D40        ARM instructions, function prologue
7773884       0x769EBC        ARMEB instructions, function prologue
7784230       0x76C726        MIPS16e instructions, function epilogue
7787938       0x76D5A2        MIPS16e instructions, function epilogue
7792057       0x76E5B9        MIPSEL16e instructions, function epilogue
7795552       0x76F360        ARM instructions, function epilogue
7802593       0x770EE1        ARMEB instructions, function prologue
7802655       0x770F1F        ARM instructions, function prologue
7805628       0x771ABC        ARMEB instructions, function prologue
7820408       0x775478        MIPS16e instructions, function epilogue
7820611       0x775543        MIPS instructions, function epilogue
7822933       0x775E55        ARM instructions, function prologue
7826870       0x776DB6        ARMEB instructions, function prologue
7832103       0x778227        MIPS instructions, function epilogue
7854189       0x77D86D        ARMEB instructions, function prologue
7858784       0x77EA60        MIPS instructions, function epilogue
7867609       0x780CD9        MIPS instructions, function epilogue
7867748       0x780D64        ARMEB instructions, function prologue
7879534       0x783B6E        MIPS16e instructions, function epilogue
7880945       0x7840F1        MIPSEL16e instructions, function epilogue
7884084       0x784D34        MIPS instructions, function epilogue
7893913       0x787399        MIPSEL16e instructions, function epilogue
7906435       0x78A483        MIPSEL16e instructions, function epilogue
7921503       0x78DF5F        ARM instructions, function epilogue
7943945       0x793709        ARMEB instructions, function prologue
7950417       0x795051        MIPSEL16e instructions, function epilogue
7950734       0x79518E        ARM instructions, function prologue
7965989       0x798D25        MIPS16e instructions, function epilogue
7969374       0x799A5E        ARMEB instructions, function prologue
7974582       0x79AEB6        ARM instructions, function epilogue
7978886       0x79BF86        MIPS instructions, function epilogue
7981868       0x79CB2C        ARM instructions, function epilogue
7989928       0x79EAA8        MIPS16e instructions, function epilogue
8003872       0x7A2120        MIPSEL16e instructions, function epilogue
8026995       0x7A7B73        ARMEB instructions, function epilogue
8031616       0x7A8D80        ARM instructions, function epilogue
8033703       0x7A95A7        MIPS16e instructions, function epilogue
8045059       0x7AC203        MIPS instructions, function epilogue
8049032       0x7AD188        MIPS instructions, function epilogue
8067938       0x7B1B62        ARM instructions, function prologue
8071562       0x7B298A        MIPS instructions, function epilogue
8090621       0x7B73FD        ARM instructions, function epilogue
8093443       0x7B7F03        MIPSEL16e instructions, function epilogue
8097237       0x7B8DD5        MIPS16e instructions, function epilogue
8100654       0x7B9B2E        ARM instructions, function prologue
8111457       0x7BC561        MIPS16e instructions, function epilogue
8112556       0x7BC9AC        MIPS16e instructions, function epilogue
8120497       0x7BE8B1        ARM instructions, function epilogue
8130589       0x7C101D        ARMEB instructions, function epilogue
8137858       0x7C2C82        MIPS instructions, function epilogue
8153619       0x7C6A13        ARMEB instructions, function epilogue
8156475       0x7C753B        MIPSEL16e instructions, function epilogue
8162685       0x7C8D7D        ARMEB instructions, function epilogue
8164307       0x7C93D3        MIPS instructions, function epilogue
8168023       0x7CA257        MIPS instructions, function epilogue
8170908       0x7CAD9C        ARMEB instructions, function prologue
8176488       0x7CC368        ARMEB instructions, function epilogue
8179905       0x7CD0C1        MIPSEL16e instructions, function epilogue
8180877       0x7CD48D        MIPS instructions, function epilogue
8187596       0x7CEECC        ARMEB instructions, function epilogue
8188528       0x7CF270        ARMEB instructions, function epilogue
8188570       0x7CF29A        ARMEB instructions, function epilogue
8189597       0x7CF69D        ARMEB instructions, function prologue
8191875       0x7CFF83        MIPS instructions, function epilogue
8194793       0x7D0AE9        ARMEB instructions, function prologue
8220447       0x7D6F1F        MIPS instructions, function epilogue
8231322       0x7D999A        ARMEB instructions, function epilogue
8232183       0x7D9CF7        ARMEB instructions, function epilogue
8237347       0x7DB123        ARM instructions, function prologue
8239226       0x7DB87A        MIPS instructions, function epilogue
8242040       0x7DC378        MIPS instructions, function epilogue
8246597       0x7DD545        MIPSEL16e instructions, function epilogue
8279626       0x7E564A        MIPS instructions, function epilogue
8284708       0x7E6A24        ARM instructions, function epilogue
8304446       0x7EB73E        ARM instructions, function epilogue
8321548       0x7EFA0C        MIPS instructions, function epilogue
8328025       0x7F1359        ARM instructions, function prologue
8335771       0x7F319B        ARMEB instructions, function epilogue
8336441       0x7F3439        MIPSEL16e instructions, function epilogue
8336631       0x7F34F7        MIPS16e instructions, function epilogue
8341181       0x7F46BD        MIPS16e instructions, function epilogue
8346373       0x7F5B05        ARMEB instructions, function prologue
8358401       0x7F8A01        MIPS instructions, function epilogue
8359449       0x7F8E19        MIPS16e instructions, function epilogue
8360122       0x7F90BA        ARMEB instructions, function prologue
8368090       0x7FAFDA        MIPS instructions, function epilogue
8368658       0x7FB212        ARMEB instructions, function prologue
8373265       0x7FC411        ARMEB instructions, function prologue
8382628       0x7FE8A4        MIPSEL16e instructions, function epilogue
8383399       0x7FEBA7        ARM instructions, function epilogue
8400748       0x802F6C        ARMEB instructions, function prologue
8401577       0x8032A9        ARM instructions, function prologue
8408609       0x804E21        ARM instructions, function epilogue
8409126       0x805026        MIPS instructions, function epilogue
8409778       0x8052B2        MIPS instructions, function epilogue
8439176       0x80C588        MIPS instructions, function epilogue
8442376       0x80D208        ARM instructions, function epilogue
8448318       0x80E93E        ARM instructions, function prologue
